	0	1	2
PRJNA316180	Arabidopsis thaliana cultivar:columbia (thale cress)Arabidopsis thaliana  Raw sequence reads	molecular analysis, histological staining and transcriptional profiling reveal that a weak mutation of SSI2 causes punctate necrotic spots and enhanced resistance to the bacterial pathogen Pst DC3000, but the degree of growth disruption was also reduced. This mutant thus provides important information for potential genetic engineering to improve disease resistance. Less...	
PRJNA316322	Arabidopsis thaliana (thale cress)Arabidopsis SAURs Are Critical for Differential Light Regulation of the Development of Various Organs	"During de-etiolation of Arabidopsis seedlings, light promotes the expansion of cotyledons but inhibits the elongation of hypocotyls. The mechanism of this differential regulation of cell enlargement is unclear. Our organ-specific transcriptomic analysis identified 32 Small Auxin Up RNA (SAUR) genes whose transcripts were light-induced in cotyledons and/or repressed in hypocotyls. We therefore named these SAURs as lirSAURs. Both overexpression and mutation analyses demonstrated that lirSAURs could promote cotyledon expansion and opening and enhance hypocotyl elongation, possibly by inhibiting phosphatase activity of PP2C-Ds. Light reduced auxin levels to down-regulate the expression of lirSAURs in hypocotyls. Further, phytochrome-interacting factors (PIFs) were shown
Overall design: Totally eighteen wild type samples, three treatments and two organs, and each has three replicates. Totally six pifq samples, two organs, and each has three replicates. Less..."	"Sun N et al., ""Arabidopsis SAURs are critical for differential light regulation of the development of various organs."", Proc Natl Acad Sci U S A, 2016 May 24;113(21):6071-6"
PRJEB11706	The Arabidopsis thaliana mobilome	"Transposable elements are powerful motors of genome evolution yet a comprehensive knowledge of the ""mobilome"" and its impact at the species level is lacking. Here, using re-sequencing data for 210 Arabidopsis thaliana accessions taken from across the globe, we show recent transposition activity for half of the ~330 transposable element families present in this plant species. Furthermore, we uncover extensive variation in the composition of the mobilome between accessions. Genome-wide association studies reveal a complex genetic architecture, involving the transposable elements themselves and diverse gene loci, notably that encoding the DNA methyltransferase MET2. Most transpositions occur near or within genes and affect their expression and DNA methylation status. Remarkably, loci controlling adaptive responses to the environment such as pathogen resistance (NLR) and flowering time (FLC) are the most frequent transposition targets. These findings demonstrate the richness of the mobilome at the species level and its importance in nature as a recurrent provider of rare mutations with large effects Less..."	
PRJNA316333	Arabidopsis thaliana (thale cress)Arabidopsis thaliana Transcriptome or Gene expression	Study goal: to identify the transcripts associated with perturbation of QQS expression level in Arabidopsis Thaliana Col-0.	"Li L et al., ""QQS orphan gene regulates carbon and nitrogen partitioning across species via NF-YC interactions."", Proc Natl Acad Sci U S A, 2015 Nov 24;112(47):14734-9"
PRJNA315897	Arabidopsis thaliana (thale cress)Arabidopsis thaliana Transcriptome or Gene expression	Transcriptome of SAQR (At1g64360) knockout mutants vs wild type controls.	"Jones DC et al., ""A Clade-Specific Arabidopsis Gene Connects Primary Metabolism and Senescence."", Front Plant Sci, 2016;7:983"
PRJNA316697	Arabidopsis thaliana (thale cress)Bisulfite-Seq and RNA-seq profiling of Arabidopsis aneuploids	"Aneuploidy refers to gains and/or losses of individual chromosomes from the normal chromosome set. The resulting gene dosage imbalance usually has a deleterious effect on the phenotype, as illustrated in humans by Down Syndrome (trisomy 21) and solid tumor cells, which are typically highly aneuploid. Aneuploidy has been studied for many years in plants and has been a factor contributing to plant chromosome evolution. Nevertheless, there is still relatively little information about how chromosome numerical imbalances affect the molecular constitution of cells and confer altered phenotypes. To investigate these questions we have performed comparative transcriptome (RNA-seq) and methylome (bisulfite-seq) analyses on trisomics (2n+1) of all five chromosomes of Arabidopsis thaliana as well as matched diploids, triploid and tetraploids.
Overall design: Trisomics of each of the five Arabidopsis thaliana chromosomes were screened out microscopically at the seedling stage from a population of selfed progeny of a triploid parent using fluorescent-tags on specific chromosomes as markers. The triploid parents are obtained as progeny from a cross between a diploid and a tetraploid. The trisomics were grown in soil and the number of chromosomes was confirmed by counting metaphase chromosomes prepared from flower pistils and by comparative genome hybridization. At least two biological replicates representing each confirmed karyotype (trisomies 1 through 5, diploid, triploid, tetraploid) were used for DNA and RNA isolation. DNA and RNA preparations as well as RNA-seq and bisulfite-seq were carried out according to standard procedures. Less..."	"Hou J et al., ""Global impacts of chromosomal imbalance on gene expression in Arabidopsis and other taxa."", Proc Natl Acad Sci U S A, 2018 Nov 27;115(48):E11321-E11330"
PRJNA313480	Arabidopsis thaliana strain:Col-0 (thale cress)Arabisopsis thalania paired-end RNA-seq reads for upframeshift (upf1-5) mutant	This project provides transcriptional data for Arabidopsis plants grown at two ambient temperatures. This allows thermally sensitive changes in gene expression and splicing to be identified.	
PRJNA316811	Arabidopsis thaliana (thale cress)Unique cell-type specific patterns of DNA methylation in the root meristem (RNA-seq)	"DNA methylation is an epigenetic modification that differs between plant organs and tissues, but the extent of variation between cell types is not known. Here, we report single-base resolution whole genome DNA methylomes, mRNA transcriptomes, and small RNA transcriptomes for six cell populations covering the major cell types of the Arabidopsis root meristem. We identify widespread cell type specific patterns of DNA methylation, especially in the CHH sequence context. The genome of the columella root cap is the most highly methylated Arabidopsis cell characterized to date. It is hypermethylated within transposable elements, accompanied by increased abundance of transcripts encoding RNA-directed DNA methylation (RdDM) pathway components and 24 nt small RNAs. Absence of the nucleosome remodeler DECREASED DNA METHYLATION 1, required for maintenance of DNA methylation, and low abundance of histone transcripts involved in heterochromatin formation suggests a loss of heterochromatin may occur in the columella, thus allowing access of RdDM factors to the whole genome, and producing excess 24 nt small RNAs in this tissue. Together, these maps provide new insights into the epigenomic diversity that exists between distinct plant somatic cell types.
Overall design: RNA-seq from six cell populations covering the major cell types of the Arabidopsis root meristem. Less..."	"Kawakatsu T et al., ""Unique cell-type-specific patterns of DNA methylation in the root meristem."", Nat Plants, 2016 Apr 29;2(5):16058"
PRJNA316877	Arabidopsis thaliana (thale cress)Requirement for flap endonuclease 1 (FEN1) to maintain genomic stability and transcriptional gene silencing in Arabidopsis	"As a central component during Okazaki fragment maturation, flap endonuclease 1 (FEN1) removes the 5’ flap and maintains genomic stability. Here, FEN1 was cloned as a suppressor of transcriptional gene silencing (TGS) from a forward genetic screen. FEN1 is abundant in the root and shoot apical meristems and FEN1-GFP shows a nucleolus-localized signal in tobacco cells. Arabidopsis fen1-1 mutant is hypersensitive to MMS and shows reduced telomere length. Interestingly, genome-wide ChIP-seq and RNA-seq results demonstrate that FEN1 mutation leads to a decrease in the H3K27me3 level and an increase in the expression of a subset of genes marked with H3K27me3. Overall, these results uncover a role for FEN1 in mediating TGS besides maintaining genome stability in Arabidopsis.
Overall design: To characterized the role of FEN1 in epigenetic silencing, we examine histone modification and RNA expression changes by whole-genome RNA sequencing; H3K27me3-, H3K4me3-, H3K9me2-, H3-ChIP-seq in A. thaliana transgenic wild type (TWT) and fen1 mutant Less..."	"Zhang J et al., ""Requirement for flap endonuclease 1 (FEN1) to maintain genomic stability and transcriptional gene silencing in Arabidopsis."", Plant J, 2016 Sep;87(6):629-40"
PRJNA311774	Arabidopsis thaliana (thale cress)Arabidopsis thaliana Raw sequence reads	The historic developmental hourglass concept depicts the convergence of animal embryos to a common form during the phylotypic period. Recently, it has been shown that a transcriptomic hourglass is associated with this morphological pattern, consistent with the idea of underlying selective constraints due to intense molecular interactions during body plan establishment. Although plants do not exhibit a morphological hourglass during embryogenesis, a transcriptomic hourglass has nevertheless been identified in the model plant Arabidopsis thaliana. We generated this dataset as part of a study to investigate whether plant hourglass patterns are also found post-embryonically. We found that the two main phase changes during the life cycle of Arabidopsis, from embryonic to vegetative and from vegetative to reproductive development, are associated with transcriptomic hourglass patterns. This suggests that plant hourglass patterns are decoupled from organogenesis and body plan establishment. Less...	
